date, pm25, pm10, o3, so2, co
2016/4/27, 22, , 28, , 
2016/4/28, 26, , 25, , 
2016/4/29, 29, , 28, , 
2016/4/30, 30, , 23, , 
2016/5/1, 28, , 23, , 
2016/5/2, 19, , 34, , 
2016/5/3, 24, , 26, , 
2016/5/4, 25, , 32, , 
2016/5/5, 29, , 41, , 
2016/5/6, 34, , 41, , 
2016/5/7, 46, , 36, , 
2016/5/8, 26, , 31, , 
2016/5/9, 37, , 27, , 
2016/5/10, 29, , 26, , 
2016/5/11, 42, , 39, , 
2016/5/12, 35, , 28, , 
2016/5/13, 19, , 22, , 
2016/5/14, 15, , 29, , 
2016/5/15, 15, , 34, , 
2016/5/16, 26, , 32, , 
2016/5/17, 36, , 32, , 
2016/5/18, 26, , 38, , 
2016/5/19, 40, , 38, , 
2016/5/20, 43, , 39, , 
2016/5/21, 39, , 39, , 
2016/5/22, 39, , 50, , 
2016/5/23, 37, , 52, , 
2016/5/24, 55, , 46, , 
2016/5/25, 56, , 38, , 
2016/5/26, 48, , 36, , 
2016/5/27, 39, , 37, , 
2016/5/28, 52, , 40, , 
2016/5/29, 38, , 37, , 
2016/5/30, 27, , 44, , 
2016/5/31, 35, , 42, , 
2016/6/1, 36, , 39, , 
2016/6/2, 31, , 38, , 
2016/6/3, 25, , 46, , 
2016/6/4, 47, , 29, , 
2016/6/5, 24, , 40, , 
2016/6/6, 21, , 22, , 
2016/6/7, 19, , 30, , 
2016/6/8, 17, , 31, , 
2016/6/9, 24, , 54, , 
2016/6/10, 46, , 48, , 
2016/6/11, 48, , 34, , 
2016/6/12, 16, , 33, , 
2016/6/13, 23, , 32, , 
2016/6/14, 21, , 23, , 
2016/6/15, 40, , 22, , 
2016/6/16, 34, , 39, , 
2016/6/17, 30, , 60, , 
2016/6/18, 45, , 54, , 
2016/6/19, 47, , 48, , 
2016/6/20, 49, , 38, , 
2016/6/21, 17, , 47, , 
2016/6/22, 33, , 39, , 
2016/6/23, 40, , 54, , 
2016/6/24, 31, , 48, , 
2016/6/25, 41, , 41, , 
2016/6/26, 52, , 41, , 
2016/6/27, 24, , 22, , 
2016/6/28, 16, , 35, , 
2016/6/29, 16, , 45, , 
2016/6/30, 25, , 34, , 
2016/1/4, 24, , , , 
2016/1/5, 31, , , , 
2016/1/6, 43, , , , 
2016/1/7, 48, , , , 
2016/1/8, 55, , , , 
2016/1/9, 26, , , , 
2016/1/10, 21, , , , 
2016/1/11, 23, , , , 
2016/1/12, 29, , , , 
2016/1/13, 30, , , , 
2016/1/14, 44, , , , 
2016/1/15, 43, , , , 
2016/1/16, 23, , , , 
2016/1/17, 26, , , , 
2016/1/18, 26, , , , 
2016/1/19, 31, , , , 
2016/1/20, 42, , , , 
2016/1/21, 52, , , , 
2016/1/22, 39, , , , 
2016/1/23, 22, , , , 
2016/1/24, 42, , , , 
2016/1/25, 43, , , , 
2016/1/26, 28, , , , 
2016/1/27, 19, , , , 
2016/1/28, 30, , , , 
2016/1/29, 20, , , , 
2016/1/30, 37, , , , 
2016/1/31, 44, , , , 
2016/2/1, 26, , , , 
2016/2/2, 38, , , , 
2016/2/3, 24, , , , 
2016/2/4, 24, , , , 
2016/2/5, 32, , , , 
2016/2/6, 35, , , , 
2016/2/7, 36, , , , 
2016/2/8, 28, , , , 
2016/2/9, 20, , , , 
2016/2/10, 17, , , , 
2016/2/11, 20, , , , 
2016/2/16, 53, , , , 
2016/2/17, 39, , , , 
2016/2/18, 37, , , , 
2016/2/19, 29, , , , 
2016/2/20, 18, , , , 
2016/2/21, 29, , , , 
2016/2/22, 24, , , , 
2016/2/23, 33, , , , 
2016/2/24, 17, , , , 
2016/2/25, 20, , , , 
2016/2/26, 21, , , , 
2016/2/27, 34, , , , 
2016/2/28, 41, , , , 
2016/2/29, 23, , , , 
2016/3/1, 17, , , , 
2016/3/2, 24, , , , 
2016/3/3, 38, , , , 
2016/3/4, 35, , , , 
2016/3/5, 53, , , , 
2016/3/6, 49, , , , 
2016/3/7, 38, , , , 
2016/3/8, 47, , , , 
2016/3/9, 49, , , , 
2016/3/10, 32, , , , 
2016/3/11, 23, , , , 
2016/3/12, 34, , , , 
2016/3/13, 34, , , , 
2016/3/14, 24, , , , 
2016/3/15, 27, , , , 
2016/3/16, 28, , , , 
2016/3/17, 20, , , , 
2016/3/18, 33, , , , 
2016/3/19, 16, , , , 
2016/3/20, 22, , , , 
2016/3/21, 22, , , , 
2016/3/22, 40, , , , 
2016/3/23, 50, , , , 
2016/3/24, 45, , , , 
2016/3/25, 26, , , , 
2016/3/26, 38, , , , 
2016/3/27, 49, , , , 
2016/3/28, 27, , , , 
2016/3/29, 16, , , , 
2015/10/1, 19, , 14, , 
2015/10/2, 18, , , , 
2015/10/3, 25, , , , 
2015/10/4, 50, , , , 
2015/10/5, 55, , , , 
2015/10/6, 54, , , , 
2015/10/7, 39, , , , 
2015/10/8, 42, , , , 
2015/10/9, 32, , , , 
2015/10/10, 22, , , , 
2015/10/11, 37, , , , 
2015/10/12, 48, , , , 
2015/10/13, 19, , , , 
2015/10/14, 21, , , , 
2015/10/15, 24, , , , 
2015/10/16, 20, , , , 
2015/10/17, 18, , , , 
2015/10/18, 29, , , , 
2015/10/19, 30, , , , 
2015/10/20, 48, , , , 
2015/10/21, 53, , , , 
2015/10/22, 41, , , , 
2015/10/23, 25, , , , 
2015/10/24, 41, , , , 
2015/10/25, 21, , , , 
2015/10/26, 39, , , , 
2015/10/27, 31, , , , 
2015/10/28, 16, , , , 
2015/10/29, 26, , , , 
2015/10/30, 26, , , , 
2015/10/31, 31, , , , 
2015/11/1, 27, , , , 
2015/11/2, 40, , , , 
2015/11/3, 48, , , , 
2015/11/4, 60, , , , 
2015/11/5, 64, , , , 
2015/11/6, 24, , , , 
2015/11/7, 21, , , , 
2015/11/8, 40, , , , 
2015/11/9, 52, , , , 
2015/11/10, 44, , , , 
2015/11/11, 49, , , , 
2015/11/12, 27, , , , 
2015/11/13, 24, , , , 
2015/11/14, 23, , , , 
2015/11/15, 42, , , , 
2015/11/16, 50, , , , 
2015/11/17, 47, , , , 
2015/11/18, 35, , , , 
2015/11/19, 18, , , , 
2015/11/20, 18, , , , 
2015/11/21, 20, , , , 
2015/11/22, 25, , , , 
2015/11/23, 32, , , , 
2015/11/24, 54, , , , 
2015/11/25, 43, , , , 
2015/11/26, 29, , , , 
2015/11/27, 21, , , , 
2015/11/28, 24, , , , 
2015/11/29, 36, , , , 
2015/11/30, 34, , , , 
2015/12/1, 29, , , , 
2015/12/2, 32, , , , 
2015/12/3, 30, , , , 
2015/12/4, 41, , , , 
2015/12/5, 36, , , , 
2015/12/6, 37, , , , 
2015/12/7, 59, , , , 
2015/12/8, 51, , , , 
2015/12/9, 47, , , , 
2015/12/10, 44, , , , 
2015/12/11, 34, , , , 
2015/12/12, 75, , , , 
2015/12/13, 43, , , , 
2015/12/14, 22, , , , 
2015/12/15, 16, , , , 
2015/12/16, 28, , , , 
2015/12/17, 16, , , , 
2015/12/18, 23, , , , 
2015/12/19, 25, , , , 
2015/12/20, 27, , , , 
2015/12/21, 32, , , , 
2015/12/22, 33, , , , 
2015/12/23, 39, , , , 
2015/12/24, 16, , , , 
2015/12/25, 36, , , , 
2015/12/26, 28, , , , 
2015/12/27, 21, , , , 
2015/12/28, 13, , , , 
2015/12/29, 25, , , , 
2015/12/30, 28, , , , 
2015/12/31, 30, , , , 
2016/1/3, 23, , , , 
2015/7/1, 42, , 39, , 
2015/7/2, 32, , 45, , 
2015/7/3, 41, , 39, , 
2015/7/4, 59, , 49, , 
2015/7/5, 85, , 52, , 
2015/7/6, 77, , 29, , 
2015/7/7, 64, , 22, , 
2015/7/8, 47, , 30, , 
2015/7/9, 50, , 56, , 
2015/7/10, 60, , 50, , 
2015/7/11, 61, , 45, , 
2015/7/12, 62, , 41, , 
2015/7/13, 43, , 37, , 
2015/7/14, 21, , 35, , 
2015/7/15, 14, , 36, , 
2015/7/16, 24, , 29, , 
2015/7/17, 49, , 39, , 
2015/7/18, 34, , 36, , 
2015/7/19, 26, , 37, , 
2015/7/20, 32, , 31, , 
2015/7/21, 28, , 34, , 
2015/7/22, 30, , 37, , 
2015/7/23, 36, , 38, , 
2015/7/24, 45, , 42, , 
2015/7/25, 63, , 50, , 
2015/7/26, 54, , 49, , 
2015/7/27, 46, , 39, , 
2015/7/28, 45, , 36, , 
2015/7/29, 48, , 32, , 
2015/7/30, 21, , 36, , 
2015/7/31, 24, , 29, , 
2015/8/1, 22, , 40, , 
2015/8/2, 35, , 35, , 
2015/8/3, 20, , 31, , 
2015/8/4, 23, , 26, , 
2015/8/5, 24, , 30, , 
2015/8/6, 26, , 35, , 
2015/8/7, 34, , 33, , 
2015/8/8, 44, , 31, , 
2015/8/9, 35, , 26, , 
2015/8/10, 42, , 24, , 
2015/8/11, 29, , 26, , 
2015/8/12, 16, , 35, , 
2015/8/13, 33, , 35, , 
2015/8/14, 45, , 45, , 
2015/8/15, 35, , 41, , 
2015/8/16, 51, , 39, , 
2015/8/17, 57, , 42, , 
2015/8/18, 49, , 37, , 
2015/8/19, 43, , 30, , 
2015/8/20, 17, , 34, , 
2015/8/21, 19, , 42, , 
2015/8/22, 37, , 42, , 
2015/8/23, 46, , 24, , 
2015/8/24, 15, , 21, , 
2015/8/25, 18, , 16, , 
2015/8/26, 22, , 24, , 
2015/8/27, 22, , 33, , 
2015/8/28, 41, , 38, , 
2015/8/29, 53, , 36, , 
2015/8/30, 65, , 39, , 
2015/8/31, 69, , 40, , 
2015/9/1, 68, , 40, , 
2015/9/2, 64, , 29, , 
2015/9/3, 58, , 35, , 
2015/9/4, 34, , 34, , 
2015/9/5, 35, , 42, , 
2015/9/6, 48, , 41, , 
2015/9/7, 57, , 43, , 
2015/9/8, 64, , 29, , 
2015/9/9, 18, , 36, , 
2015/9/10, 22, , 16, , 
2015/9/11, 27, , 17, , 
2015/9/12, 14, , 26, , 
2015/9/13, 26, , 35, , 
2015/9/14, 28, , 43, , 
2015/9/15, 44, , 52, , 
2015/9/16, 43, , 47, , 
2015/9/17, 45, , 38, , 
2015/9/18, 49, , 25, , 
2015/9/19, 23, , 27, , 
2015/9/20, 20, , 27, , 
2015/9/21, 27, , 38, , 
2015/9/22, 32, , 43, , 
2015/9/23, 47, , 16, , 
2015/9/24, 49, , , , 
2015/4/1, 46, , 24, , 
2015/4/2, 37, , 27, , 
2015/4/3, 28, , 34, , 
2015/4/4, 20, , 34, , 
2015/4/5, 33, , 30, , 
2015/4/6, 39, , 27, , 
2015/4/7, 46, , 22, , 
2015/4/8, 43, , 15, , 
2015/4/9, 47, , 36, , 
2015/4/10, 20, , 38, , 
2015/4/11, 29, , 42, , 
2015/4/12, 48, , 35, , 
2015/4/13, 42, , 26, , 
2015/4/14, 27, , 26, , 
2015/4/15, 35, , 29, , 
2015/4/16, 40, , 49, , 
2015/4/17, 42, , 46, , 
2015/4/18, 45, , 33, , 
2015/4/19, 28, , 30, , 
2015/4/20, 39, , 32, , 
2015/4/21, 18, , 30, , 
2015/4/22, 13, , 29, , 
2015/4/23, 17, , 39, , 
2015/4/24, 25, , 35, , 
2015/4/25, 29, , 35, , 
2015/4/26, 22, , 30, , 
2015/4/27, 28, , 41, , 
2015/4/28, 25, , 41, , 
2015/4/29, 37, , 24, , 
2015/4/30, 25, , 39, , 
2015/5/1, 30, , 51, , 
2015/5/2, 36, , 53, , 
2015/5/3, 52, , 42, , 
2015/5/4, 51, , 31, , 
2015/5/5, 29, , 38, , 
2015/5/6, 47, , 48, , 
2015/5/7, 42, , 45, , 
2015/5/8, 49, , 35, , 
2015/5/9, 39, , 33, , 
2015/5/10, 52, , 33, , 
2015/5/11, 26, , 24, , 
2015/5/12, 13, , 30, , 
2015/5/13, 17, , 42, , 
2015/5/14, 33, , 37, , 
2015/5/15, 50, , 34, , 
2015/5/16, 54, , 29, , 
2015/5/17, 46, , 38, , 
2015/5/18, 39, , 24, , 
2015/5/19, 10, , 40, , 
2015/5/20, 16, , 38, , 
2015/5/21, 27, , 35, , 
2015/5/22, 27, , 49, , 
2015/5/23, 33, , 47, , 
2015/5/24, 54, , 38, , 
2015/5/25, 43, , 31, , 
2015/5/26, 33, , 38, , 
2015/5/27, 28, , 39, , 
2015/5/28, 30, , 43, , 
2015/5/29, 47, , 31, , 
2015/5/30, 32, , 19, , 
2015/5/31, 10, , 29, , 
2015/6/1, 16, , 36, , 
2015/6/2, 48, , 40, , 
2015/6/3, 42, , 44, , 
2015/6/4, 45, , 44, , 
2015/6/5, 55, , 40, , 
2015/6/6, 31, , 41, , 
2015/6/7, 46, , 39, , 
2015/6/8, 24, , 36, , 
2015/6/9, 44, , 55, , 
2015/6/10, 67, , 27, , 
2015/6/11, 55, , 33, , 
2015/6/12, 38, , 29, , 
2015/6/13, 46, , 25, , 
2015/6/14, 34, , 26, , 
2015/6/15, 26, , 36, , 
2015/6/16, 20, , 36, , 
2015/6/17, 38, , 30, , 
2015/6/18, 45, , 39, , 
2015/6/19, 29, , 30, , 
2015/6/20, 49, , 38, , 
2015/6/21, 46, , 34, , 
2015/6/22, 43, , 35, , 
2015/6/23, 23, , 33, , 
2015/6/24, 19, , 33, , 
2015/6/25, 37, , 39, , 
2015/6/26, 52, , 34, , 
2015/6/27, 22, , 34, , 
2015/6/28, 21, , 41, , 
2015/6/29, 35, , 37, , 
2015/6/30, 43, , 31, , 
2015/1/1, 27, , , , 
2015/1/2, 40, , , , 
2015/1/3, 40, , , , 
2015/1/4, 31, , , , 
2015/1/5, 27, , , , 
2015/1/6, 28, , , , 
2015/1/7, 28, , , , 
2015/1/8, 30, , , , 
2015/1/9, 31, , , , 
2015/1/10, 36, , , , 
2015/1/11, 43, , , , 
2015/1/12, 42, , , , 
2015/1/13, 35, , , , 
2015/1/14, 51, , , , 
2015/1/15, 73, , , , 
2015/1/17, 35, , , , 
2015/1/18, 27, , , , 
2015/1/19, 26, , , , 
2015/1/20, 38, , , , 
2015/1/21, 46, , , , 
2015/1/22, 36, , , , 
2015/1/23, 55, , , , 
2015/1/26, 33, , , , 
2015/1/27, 35, , , , 
2015/1/28, 35, , , , 
2015/1/29, 43, , , , 
2015/1/30, 20, , , , 
2015/1/31, 45, , , , 
2015/2/1, 27, , , , 
2015/2/2, 28, , , , 
2015/2/3, 44, , , , 
2015/2/4, 40, , , , 
2015/2/5, 28, , , , 
2015/2/6, 46, , , , 
2015/2/7, 59, , , , 
2015/2/8, 58, , , , 
2015/2/9, 30, , , , 
2015/2/10, 45, , , , 
2015/2/11, 51, , , , 
2015/2/12, 23, , , , 
2015/2/13, 29, , , , 
2015/2/14, 30, , , , 
2015/2/15, 35, , , , 
2015/2/16, 46, , , , 
2015/2/17, 55, , , , 
2015/2/18, 32, , , , 
2015/2/19, 33, , , , 
2015/2/20, 40, , , , 
2015/2/21, 53, , , , 
2015/2/22, 50, , , , 
2015/2/23, 29, , , , 
2015/2/24, 44, , , , 
2015/2/25, 26, , , , 
2015/2/26, 37, , , , 
2015/2/27, 47, , , , 
2015/2/28, 55, , , , 
2015/3/1, 50, , , , 
2015/3/2, 38, , , , 
2015/3/3, 41, , , , 
2015/3/4, 33, , , , 
2015/3/5, 32, , , , 
2015/3/6, 49, , , , 
2015/3/7, 51, , , , 
2015/3/8, 34, , , , 
2015/3/9, 42, , , , 
2015/3/10, 62, , , , 
2015/3/11, 47, , , , 
2015/3/12, 22, , , , 
2015/3/13, 42, , , , 
2015/3/14, 20, , , , 
2015/3/15, 37, , , , 
2015/3/16, 36, , , , 
2015/3/17, 17, , , , 
2015/3/18, 27, , , , 
2015/3/19, 25, , , , 
2015/3/20, 38, , , , 
2015/3/21, 43, , , , 
2015/3/22, 26, , , , 
2015/3/23, 32, , , , 
2015/3/24, 40, , , , 
2015/3/25, 50, , , , 
2015/3/26, 33, , , , 
2015/3/27, 22, , , , 
2015/3/28, 31, , , , 
2015/3/29, 32, , 34, , 
2015/3/30, 21, , 29, , 
2015/3/31, 34, , 35, , 
2014/10/1, 32, , , , 
2014/10/2, 55, , , , 
2014/10/3, 34, , , , 
2014/10/4, 12, , , , 
2014/10/5, 16, , , , 
2014/10/6, 25, , , , 
2014/10/7, 27, , , , 
2014/10/8, 24, , , , 
2014/10/9, 27, , , , 
2014/10/10, 27, , , , 
2014/10/11, 35, , , , 
2014/10/12, 35, , , , 
2014/10/13, 44, , , , 
2014/10/15, 26, , , , 
2014/10/16, 34, , , , 
2014/10/17, 33, , , , 
2014/10/18, 15, , , , 
2014/10/19, 17, , , , 
2014/10/20, 39, , , , 
2014/10/21, 26, , , , 
2014/10/22, 26, , , , 
2014/10/23, 31, , , , 
2014/10/24, 52, , , , 
2014/10/25, 43, , , , 
2014/10/26, 25, , , , 
2014/10/27, 48, , , , 
2014/10/28, 37, , , , 
2014/10/29, 20, , , , 
2014/10/30, 23, , , , 
2014/10/31, 26, , , , 
2014/11/1, 21, , , , 
2014/11/2, 36, , , , 
2014/11/3, 42, , , , 
2014/11/4, 41, , , , 
2014/11/5, 33, , , , 
2014/11/6, 43, , , , 
2014/11/7, 17, , , , 
2014/11/8, 26, , , , 
2014/11/9, 23, , , , 
2014/11/10, 41, , , , 
2014/11/11, 38, , , , 
2014/11/12, 19, , , , 
2014/11/13, 29, , , , 
2014/11/14, 24, , , , 
2014/11/15, 41, , , , 
2014/11/16, 50, , , , 
2014/11/17, 39, , , , 
2014/11/18, 38, , , , 
2014/11/19, 38, , , , 
2014/11/20, 34, , , , 
2014/11/21, 39, , , , 
2014/11/22, 50, , , , 
2014/11/23, 46, , , , 
2014/11/24, 18, , , , 
2014/11/25, 35, , , , 
2014/11/26, 36, , , , 
2014/11/27, 28, , , , 
2014/11/28, 27, , , , 
2014/11/29, 44, , , , 
2014/11/30, 52, , , , 
2014/12/1, 23, , , , 
2014/12/2, 32, , , , 
2014/12/3, 43, , , , 
2014/12/4, 40, , , , 
2014/12/5, 54, , , , 
2014/12/6, 47, , , , 
2014/12/7, 22, , , , 
2014/12/8, 35, , , , 
2014/12/9, 39, , , , 
2014/12/10, 25, , , , 
2014/12/11, 31, , , , 
2014/12/12, 52, , , , 
2014/12/13, 45, , , , 
2014/12/14, 43, , , , 
2014/12/15, 59, , , , 
2014/12/16, 36, , , , 
2014/12/17, 15, , , , 
2014/12/18, 28, , , , 
2014/12/19, 27, , , , 
2014/12/20, 44, , , , 
2014/12/21, 56, , , , 
2014/12/22, 62, , , , 
2014/12/23, 51, , , , 
2014/12/24, 12, , , , 
2014/12/25, 24, , , , 
2014/12/26, 34, , , , 
2014/12/27, 34, , , , 
2014/12/28, 22, , , , 
2014/7/1, 18, , 27, , 
2014/7/2, 24, , 26, , 
2014/7/3, 20, , 29, , 
2014/7/4, 34, , 37, , 
2014/7/5, 63, , 42, , 
2014/7/6, 55, , 33, , 
2014/7/7, 47, , 32, , 
2014/7/8, 28, , 26, , 
2014/7/9, 28, , 37, , 
2014/7/10, 31, , 46, , 
2014/7/11, 45, , 49, , 
2014/7/12, 56, , 36, , 
2014/7/13, 42, , 36, , 
2014/7/14, 49, , 23, , 
2014/7/15, 31, , 18, , 
2014/7/16, 16, , 29, , 
2014/7/17, 26, , 40, , 
2014/7/18, 39, , 41, , 
2014/7/19, 50, , 53, , 
2014/7/20, 58, , 63, , 
2014/7/21, 61, , 49, , 
2014/7/22, 63, , 35, , 
2014/7/23, 31, , 27, , 
2014/7/24, 18, , 36, , 
2014/7/25, 35, , 44, , 
2014/7/26, 55, , 38, , 
2014/7/27, 56, , 20, , 
2014/7/28, 22, , 26, , 
2014/7/29, 27, , 31, , 
2014/7/30, 47, , 36, , 
2014/7/31, 44, , 38, , 
2014/8/1, 67, , 37, , 
2014/8/2, 70, , 48, , 
2014/8/3, 74, , 44, , 
2014/8/4, 64, , 39, , 
2014/8/5, 49, , 30, , 
2014/8/6, 36, , 41, , 
2014/8/7, 51, , 42, , 
2014/8/8, 61, , 40, , 
2014/8/9, 47, , 50, , 
2014/8/10, 65, , 29, , 
2014/8/11, 43, , 32, , 
2014/8/12, 46, , 25, , 
2014/8/13, 16, , 27, , 
2014/8/14, 17, , 34, , 
2014/8/15, 25, , 41, , 
2014/8/16, 49, , 24, , 
2014/8/17, 35, , 34, , 
2014/8/18, 41, , 35, , 
2014/8/19, 41, , 32, , 
2014/8/20, 34, , 36, , 
2014/8/21, 45, , 38, , 
2014/8/22, 61, , 35, , 
2014/8/23, 45, , 32, , 
2014/8/24, 55, , 41, , 
2014/8/25, 50, , 39, , 
2014/8/26, 52, , 28, , 
2014/8/27, 28, , 37, , 
2014/8/28, 21, , 38, , 
2014/8/29, 37, , 37, , 
2014/8/30, 51, , 33, , 
2014/8/31, 41, , 28, , 
2014/9/1, 48, , 25, , 
2014/9/2, 33, , 44, , 
2014/9/3, 47, , 41, , 
2014/9/4, 61, , 37, , 
2014/9/5, 59, , 20, , 
2014/9/6, 25, , 34, , 
2014/9/7, 33, , 36, , 
2014/9/8, 34, , 41, , 
2014/9/9, 48, , 21, , 
2014/9/10, 47, , 19, , 
2014/9/11, 17, , 19, , 
2014/9/12, 17, , 20, , 
2014/9/13, 24, , 29, , 
2014/9/14, 31, , 19, , 
2014/9/15, 36, , 29, , 
2014/9/16, 27, , 33, , 
2014/9/17, 34, , 31, , 
2014/9/18, 40, , 30, , 
2014/9/19, 36, , 38, , 
2014/9/20, 48, , 28, , 
2014/9/21, 20, , 22, , 
2014/9/22, 20, , 30, , 
2014/9/23, 36, , 34, , 
2014/9/24, 45, , 35, , 
2014/9/25, 44, , 32, , 
2014/9/26, 51, , 38, , 
2014/9/27, 47, , 53, , 
2014/9/28, 56, , 45, , 
2014/9/29, 53, , 11, , 
2014/9/30, 21, , 11, , 
2014/6/13, 25, , 36, , 
2014/6/14, 23, , 52, , 
2014/6/15, 43, , 49, , 
2014/6/16, 40, , 43, , 
2014/6/17, 59, , 34, , 
2014/6/18, 33, , 34, , 
2014/6/19, 49, , 30, , 
2014/6/20, 27, , 59, , 
2014/6/21, 28, , 48, , 
2014/6/22, 33, , 34, , 
2014/6/23, 50, , 26, , 
2014/6/24, 42, , 30, , 
2014/6/25, 35, , 39, , 
2014/6/26, 38, , 44, , 
2014/6/27, 40, , 59, , 
2014/6/28, 62, , 41, , 
2014/6/29, 43, , 33, , 
2014/6/30, 45, , 33, , 
2019/8/11, , 24, , , 
2019/8/12, , 15, 38, 4, 
2019/5/19, , 12, 24, , 
2019/6/3, , 37, 38, , 
2018/12/31, , 6, 14, , 
2019/1/5, , 6, 25, 2, 
2019/1/6, , 8, 22, , 
2019/2/24, , 25, 30, , 
2018/9/1, , 19, 25, , 
2018/9/2, , 19, 22, , 
2018/9/3, , 18, 31, , 
2018/5/28, , 40, 67, , 
2018/5/29, , 29, 33, , 
2018/5/30, , 27, 47, , 
2018/5/31, , 20, 38, , 
2018/6/1, , 11, 28, , 
2018/6/2, , 14, 32, , 
2018/6/3, , 15, 32, , 
2020/3/21, , , 29, , 
2020/3/22, , , 28, , 
2019/10/15, , , 21, , 
2017/9/9, , , 14, , 
2016/8/19, , , 27, , 
2016/8/20, , , 19, , 
2016/8/21, , , 26, , 
2016/8/22, , , 34, , 
2016/8/23, , , 29, , 
2016/9/2, , , 36, , 
2016/9/3, , , 39, , 
2016/9/4, , , 41, , 
2016/9/5, , , 30, , 
2016/9/6, , , 24, , 
2016/4/3, , , 30, , 
2015/9/30, , , 20, , 
2014/6/12, , , 33, , 